filename, Unlabeled, football-shot, game, goal, lower, top
frame_300_segment_-3-1-11-11-2023-mp4_45_60-mp4_jpg.rf.c080f36e5b45c0a2982e911ef79659df.jpg, 0, 0, 0, 0, 1, 0
frame_330_segment_LEON-4-2-2-1-1-16-07-2023-mp4_15_30-mp4_jpg.rf.bf32b90c5c840f21ca7dc8681bc942d4.jpg, 0, 0, 0, 0, 1, 0
frame_255_segment_-2-0-24-09-2023-mp4_45_60-mp4_jpg.rf.c144d3c01c4805870ac876719a6da88c.jpg, 1, 0, 0, 0, 0, 0
frame_60_segment_LEON-4-2-0-0-23-07-2023-mp4_90_105-mp4_jpg.rf.bfb81821ce46c88104f90d4d40f107e0.jpg, 1, 0, 0, 0, 0, 0
frame_45_segment_-0-1-19-08-2023-mp4_60_75-mp4_jpg.rf.bff107e6b20ac6b50dc69fd4400a1515.jpg, 1, 0, 0, 0, 0, 0
frame_300_segment_-2-0-08-12-2023-mp4_0_15-mp4_jpg.rf.c0982c263a181229d49d79354fb4e779.jpg, 1, 0, 0, 0, 0, 0
frame_240_segment_-2-1-22-07-2023-mp4_60_73-7-mp4_jpg.rf.bf5ccd04f466156349350b781a4b53ad.jpg, 0, 0, 0, 0, 1, 0
frame_420_segment_-0-0-17-09-2023-mp4_60_75-mp4_jpg.rf.c00d1b303018488cb2e91d07b2bb4aa1.jpg, 1, 0, 0, 0, 0, 0
frame_150_segment_FONBET-2-1-25-07-2023-mp4_45_60-mp4_jpg.rf.c1657bf476fa74db677f093533ee4973.jpg, 1, 0, 0, 0, 0, 0
frame_240_segment_-2-1-22-07-2023-mp4_30_45-mp4_jpg.rf.c16bdcf3c0f5ee3229f44c7baa249c27.jpg, 1, 0, 0, 0, 0, 0
frame_210_segment_-0-0-17-09-2023-mp4_105_120-mp4_jpg.rf.c16fcf891140a70a05be272b0c8e0a58.jpg, 1, 0, 0, 0, 0, 0
frame_435_segment_FONBET-0-0-20-09-2023-mp4_120_135-mp4_jpg.rf.c18f98753ffe9e70194e05fb49c853ec.jpg, 1, 0, 0, 0, 0, 0
frame_315_segment_FONBET-2-1-25-07-2023-mp4_45_60-mp4_jpg.rf.c1244014dcb81eebc3537d60fc40d62a.jpg, 0, 0, 0, 0, 0, 1
frame_330_segment_-2-1-29-10-2023-mp4_30_45-mp4_jpg.rf.c15120c8560c6cfaea8425ca5c694f0b.jpg, 1, 0, 0, 0, 0, 0
frame_15_segment_LEON-4-2-2-1-1-12-11-2023-mp4_0_15-mp4_jpg.rf.c18966d6ea5d3f374d222e0253e3a4c8.jpg, 1, 0, 0, 0, 0, 0
frame_360_segment_-2-2-29-09-2023-mp4_150_165-mp4_jpg.rf.c1beeb09af49ea53cc6398cf33f1d201.jpg, 1, 0, 0, 0, 0, 0
frame_225_segment_-0-2-05-08-2023-mp4_30_45-mp4_jpg.rf.c1f84dca323f20f9b5b6d1fbd4fa3ba5.jpg, 1, 0, 0, 0, 0, 0
frame_270_segment_-2-0-24-09-2023-mp4_0_15-mp4_jpg.rf.c1a5d3f7567af3184c9c4ef6a9290f58.jpg, 1, 0, 0, 0, 0, 0
frame_425_segment_-3-2-11-08-2023-mp4_45_60-mp4_jpg.rf.c1b86e8b4c4b1535e74f199774b4f44c.jpg, 1, 0, 0, 0, 0, 0
frame_300_segment_FONBET-0-0-20-09-2023-mp4_120_135-mp4_jpg.rf.c2388c5021bb30b461018b4bff99fd12.jpg, 1, 0, 0, 0, 0, 0
frame_435_segment_-0-0-29-07-2023-mp4_150_165-mp4_jpg.rf.c233ddf79841a4fbd8edb844f7f6779e.jpg, 0, 0, 0, 0, 1, 0
frame_300_segment_-2-1-22-07-2023-mp4_30_45-mp4_jpg.rf.c26df7289e0345d389c4e42e4e8af6f3.jpg, 1, 0, 0, 0, 0, 0
frame_390_segment_-0-0-29-07-2023-mp4_30_45-mp4_jpg.rf.c28ff995ddc33c5e211d50762e9b628e.jpg, 1, 0, 0, 0, 0, 0
frame_405_segment_-0-1-02-09-2023-mp4_45_60-mp4_jpg.rf.c3156fe1ccdadcd20996295eeeeb210f.jpg, 1, 0, 0, 0, 0, 0
frame_150_segment_-2-2-29-09-2023-mp4_45_60-mp4_jpg.rf.c2b75c48d5e063584473f34dba616510.jpg, 1, 0, 0, 0, 0, 0
frame_255_segment_-0-0-17-09-2023-mp4_30_45-mp4_jpg.rf.c327ac92e81a9553d11a04f0b3817369.jpg, 1, 0, 0, 0, 0, 0
frame_390_segment_-2-1-22-07-2023-mp4_90_105-mp4_jpg.rf.c301cad5c59a49fae2e85bf2ee1610e6.jpg, 1, 0, 0, 0, 0, 0
frame_120_segment_-0-0-17-09-2023-mp4_30_45-mp4_jpg.rf.c2e8f1abf9ff37a8b1505a9cec1d4b29.jpg, 0, 0, 0, 0, 1, 0
frame_270_segment_-0-0-29-07-2023-mp4_135_150-mp4_jpg.rf.c361708c9432c188f8e15e3fe5065629.jpg, 1, 0, 0, 0, 0, 0
frame_360_segment_-21-21-2-3-25-08-2023-mp4_45_60-mp4_jpg.rf.c3705d8fd2b064eec51c86c827991f08.jpg, 1, 0, 0, 0, 0, 0
frame_420_segment_LEON-4-2-0-1-08-10-2023-mp4_15_30-mp4_jpg.rf.c39ec9267f7053b8d917f59525b210dc.jpg, 1, 0, 0, 0, 0, 0
frame_195_segment_-2-1-29-10-2023-mp4_15_30-mp4_jpg.rf.c3e21312ace988f65f406d7ee4c62adc.jpg, 1, 0, 0, 0, 0, 0
frame_330_segment_-21-21-0-6-20-10-2023-mp4_30_45-mp4_jpg.rf.c44654dd6ddd08bdcb0683326d6c8217.jpg, 0, 0, 0, 0, 1, 0
frame_300_segment_LEON-4-2-3-1-17-09-2023-mp4_105_120-mp4_jpg.rf.c43686e0441c43e5f6aed6107eccb6fc.jpg, 1, 0, 0, 0, 0, 0
frame_180_segment_-0-0-17-09-2023-mp4_165_180-mp4_jpg.rf.c45ab6415b4c5660c61f7b21a56a3160.jpg, 1, 0, 0, 0, 0, 0
frame_255_segment_-4-0-26-08-2023-mp4_60_75-mp4_jpg.rf.c46f537847e537636c7885213e235ab7.jpg, 1, 0, 0, 0, 0, 0
frame_345_segment_-2-1-29-10-2023-mp4_45_60-mp4_jpg.rf.c491377c00f90ce900cbdaf040285dc0.jpg, 1, 0, 0, 0, 0, 0
frame_345_segment_LEON-4-2-3-1-17-09-2023-mp4_0_15-mp4_jpg.rf.c47b6f4766035c997d6278ed7ff742df.jpg, 1, 0, 0, 0, 0, 0
frame_330_segment_-3-1-11-11-2023-mp4_15_30-mp4_jpg.rf.c49911b72512eb7328a7e5d03b9e18e8.jpg, 1, 0, 0, 0, 0, 0
frame_200_segment_-0-2-05-08-2023-mp4_15_30-mp4_jpg.rf.c4c59fd814162ff7180d13a403e41052.jpg, 1, 0, 0, 0, 0, 0
frame_390_segment_FONBET-0-0-20-09-2023-mp4_120_135-mp4_jpg.rf.c4cefad0a36d2b0e539657c33bc21316.jpg, 1, 0, 0, 0, 0, 0
frame_240_segment_-0-1-02-09-2023-mp4_150_165-mp4_jpg.rf.c4d4aae6c802f43addeebe427185c319.jpg, 1, 0, 0, 0, 0, 0
frame_75_segment_-21-21-0-6-20-10-2023-mp4_30_45-mp4_jpg.rf.c4e4de397f9ecfe68d276988134489dd.jpg, 1, 0, 0, 0, 0, 0
frame_270_segment_FONBET-2-0-03-10-2023-mp4_0_15-mp4_jpg.rf.c4f0fa2d7e4fb4546f44d702d4310969.jpg, 1, 0, 0, 0, 0, 0
frame_420_segment_LEON-4-2-2-1-1-16-07-2023-mp4_15_30-mp4_jpg.rf.c4f7c1ac489f7c4067c21a110826d6bf.jpg, 0, 0, 0, 0, 1, 0
frame_330_segment_-2-2-29-09-2023-mp4_90_105-mp4_jpg.rf.c5066557e31282256fb6f0426b3618b7.jpg, 0, 0, 0, 0, 1, 0
frame_195_segment_FONBET-0-0-20-09-2023-mp4_30_45-mp4_jpg.rf.c515c319ab5956d9dc38cfc81d989d57.jpg, 1, 0, 0, 0, 0, 0
frame_45_segment_FONBET-2-1-25-07-2023-mp4_90_105-mp4_jpg.rf.c538434b1550d622d0867e00a33c9cd7.jpg, 1, 0, 0, 0, 0, 0
frame_255_segment_LEON-4-2-0-0-15-10-2023-mp4_0_15-mp4_jpg.rf.c518e99823d638e6dcd8515f28a038e5.jpg, 0, 0, 0, 0, 1, 0
frame_135_segment_-21-21-3-1-03-11-2023-mp4_0_15-mp4_jpg.rf.c57f6a1401b999f9f350bb15ff4b01d9.jpg, 1, 0, 0, 0, 0, 0
frame_60_segment_-0-1-06-11-2023-mp4_90_105-mp4_jpg.rf.c56b0d33ccc05ef8d739be990ff5e4af.jpg, 1, 0, 0, 0, 0, 0
frame_75_segment_-0-2-05-08-2023-mp4_0_15-mp4_jpg.rf.c5a2ff59fe1edd3e741cb6875735ebc8.jpg, 1, 0, 0, 0, 0, 0
frame_330_segment_FONBET-2-0-03-10-2023-mp4_45_60-mp4_jpg.rf.c58d80f3249c77be4a7596c9f80f83fc.jpg, 1, 0, 0, 0, 0, 0
frame_195_segment_FONBET-0-0-20-09-2023-mp4_15_30-mp4_jpg.rf.c5aec0d5154c933281400cf89839e9b5.jpg, 0, 0, 0, 0, 0, 1
frame_150_segment_FONBET-2-0-03-10-2023-mp4_30_45-mp4_jpg.rf.c5c0cedb47017a76de6d1e6bd6f30205.jpg, 1, 0, 0, 0, 0, 0
frame_330_segment_-0-1-06-11-2023-mp4_60_75-mp4_jpg.rf.c59bc07ec2fffbb05e771dc052246dd4.jpg, 1, 0, 0, 0, 0, 0
frame_330_segment_-0-1-06-11-2023-mp4_75_90-mp4_jpg.rf.c5d4189a6b9884970aea70d7c968ebe8.jpg, 0, 0, 0, 0, 1, 0
frame_435_segment_-1-0-02-12-2023-mp4_15_30-mp4_jpg.rf.c5cd7552acfa7a6fcec4b10d5e7e7480.jpg, 1, 0, 0, 0, 0, 0
frame_165_segment_-2-1-22-07-2023-mp4_60_75-mp4_jpg.rf.c5d11f30f9087f13a2c9055e63ac78f0.jpg, 1, 0, 0, 0, 0, 0
frame_405_segment_LEON-4-2-2-1-1-16-07-2023-mp4_60_75-mp4_jpg.rf.c5d84c448b007b736b7c2144ff0b0197.jpg, 0, 0, 0, 0, 1, 0
frame_425_segment_-3-2-11-08-2023-mp4_75_90-mp4_jpg.rf.c6060cb4bd81a97b5f8902135787c829.jpg, 1, 0, 0, 0, 0, 0
frame_400_segment_-3-2-11-08-2023-mp4_45_60-mp4_jpg.rf.c5e09291386ef8d566fb5addce063e8d.jpg, 1, 0, 0, 0, 0, 0
frame_105_segment_-2-0-24-09-2023-mp4_45_60-mp4_jpg.rf.c62f94dd27cb16afdb069eb94d911605.jpg, 1, 0, 0, 0, 0, 0
frame_180_segment_-2-0-24-09-2023-mp4_15_30-mp4_jpg.rf.c6416e8847a65485dcce09a4abf747fd.jpg, 1, 0, 0, 0, 0, 0
frame_330_segment_-0-0-17-09-2023-mp4_60_75-mp4_jpg.rf.c63852a595374569a773933edcf2974b.jpg, 1, 0, 0, 0, 0, 0
frame_360_segment_-0-1-02-09-2023-mp4_45_60-mp4_jpg.rf.c64409d4ed23e71e1da4986d3fc5e7b3.jpg, 1, 0, 0, 0, 0, 0
frame_0_segment_LEON-4-2-2-1-29-07-2023-mp4_0_15-mp4_jpg.rf.c6630d6f9b0141291de1ab9dca24cdac.jpg, 1, 0, 0, 0, 0, 0
frame_300_segment_-0-1-06-11-2023-mp4_90_105-mp4_jpg.rf.c65328285bcd6658e88b70f51b299103.jpg, 1, 0, 0, 0, 0, 0
frame_420_segment_-2-0-24-09-2023-mp4_45_60-mp4_jpg.rf.c65a68393b7794c3df31c6f20dc03dd6.jpg, 1, 0, 0, 0, 0, 0
frame_25_segment_-0-2-05-08-2023-mp4_30_45-mp4_jpg.rf.c66aaeab3c9cc439e3047fc6fdc54b35.jpg, 1, 0, 0, 0, 0, 0
frame_150_segment_LEON-4-2-2-1-29-07-2023-mp4_0_15-mp4_jpg.rf.c653a43acdf27d5438849b4b5a2acb90.jpg, 1, 0, 0, 0, 0, 0
frame_420_segment_-0-0-17-09-2023-mp4_30_45-mp4_jpg.rf.c6d64e637adb0605b7ee399df47d2597.jpg, 1, 0, 0, 0, 0, 0
frame_300_segment_-21-21-1-0-24-11-2023-mp4_30_45-mp4_jpg.rf.c66c7c8caa826e7e48fbb57ee972f329.jpg, 1, 0, 0, 0, 0, 0
frame_150_segment_LEON-4-2-2-1-1-12-11-2023-mp4_30_45-mp4_jpg.rf.c672fbb5b51e923aa832b14c1f8ab94f.jpg, 1, 0, 0, 0, 0, 0
frame_360_segment_-21-21-1-3-10-11-2023-mp4_0_15-mp4_jpg.rf.c6c374c4440745f519bdd4e7354b9384.jpg, 1, 0, 0, 0, 0, 0
frame_120_segment_-21-21-2-3-25-08-2023-mp4_0_15-mp4_jpg.rf.c6df8c3e1705ad6d86859b53bea148c0.jpg, 1, 0, 0, 0, 0, 0
frame_435_segment_-4-0-26-08-2023-mp4_15_30-mp4_jpg.rf.c6e76b27c2782cfd4c5510a76a0496f8.jpg, 1, 0, 0, 0, 0, 0
frame_105_segment_-0-0-29-07-2023-mp4_30_45-mp4_jpg.rf.c73185973e8ae21ab8948ee278212bb4.jpg, 1, 0, 0, 0, 0, 0
frame_315_segment_LEON-4-2-3-1-17-09-2023-mp4_90_105-mp4_jpg.rf.c7009305ffa57ea0081a15a1f7ac1cd8.jpg, 1, 0, 0, 0, 0, 0
frame_270_segment_-21-21-3-2-01-09-2023-mp4_15_30-mp4_jpg.rf.c7964f519d61d4f83e4936864f4332c3.jpg, 1, 0, 0, 0, 0, 0
frame_195_segment_-0-0-17-09-2023-mp4_135_150-mp4_jpg.rf.c7781a2ab82e642ee2bec6b03e82c025.jpg, 1, 0, 0, 0, 0, 0
frame_435_segment_LEON-4-2-0-0-23-07-2023-mp4_45_60-mp4_jpg.rf.c795e17492cb5a257453c83d1529c436.jpg, 1, 0, 0, 0, 0, 0
frame_300_segment_-0-1-02-09-2023-mp4_0_15-mp4_jpg.rf.c754ab489a3cdadb81a6c6b170fe9bb4.jpg, 1, 0, 0, 0, 0, 0
frame_210_segment_LEON-4-2-3-1-17-09-2023-mp4_75_90-mp4_jpg.rf.c7a90b82a6cd2d54bfa7fce6eed38aad.jpg, 1, 0, 0, 0, 0, 0
frame_390_segment_-4-0-26-08-2023-mp4_60_75-mp4_jpg.rf.c79e352499ee9bcd0d427919a989fb6f.jpg, 1, 0, 0, 0, 0, 0
frame_400_segment_-0-2-05-08-2023-mp4_30_45-mp4_jpg.rf.c7a9b7e3897b5f99dbdc00dd1ad6c903.jpg, 1, 0, 0, 0, 0, 0
frame_625_segment_-0-2-05-08-2023-mp4_0_15-mp4_jpg.rf.c79c7d0bb63ab2f2a952abe342af944a.jpg, 1, 0, 0, 0, 0, 0
frame_150_segment_-0-0-17-09-2023-mp4_165_180-mp4_jpg.rf.c7b584cc38817a84a543265413847313.jpg, 1, 0, 0, 0, 0, 0
frame_400_segment_-3-2-11-08-2023-mp4_75_90-mp4_jpg.rf.c7bfbe88e32d2a9f4ebcdca95dbefdea.jpg, 1, 0, 0, 0, 0, 0
frame_420_segment_-0-1-02-09-2023-mp4_0_15-mp4_jpg.rf.c7c66032db56ff912e1cec9dc8c4b172.jpg, 1, 0, 0, 0, 0, 0
frame_225_segment_LEON-4-2-2-1-1-16-07-2023-mp4_75_90-mp4_jpg.rf.c7e018da160224a1157ada8c7eac8b86.jpg, 0, 0, 0, 0, 1, 0
frame_180_segment_LEON-4-2-0-1-08-10-2023-mp4_30_45-mp4_jpg.rf.c812e0f515eca928eaff5a176f992189.jpg, 1, 0, 0, 0, 0, 0
frame_285_segment_-4-0-26-08-2023-mp4_15_30-mp4_jpg.rf.c7fd4e55e7728fa5d08c796508b4c588.jpg, 1, 0, 0, 0, 0, 0
frame_285_segment_-2-2-29-09-2023-mp4_0_15-mp4_jpg.rf.c7ec3fd91c129fca713e1f292864dcb9.jpg, 1, 0, 0, 0, 0, 0
frame_345_segment_FONBET-2-1-29-08-2023-mp4_0_15-mp4_jpg.rf.c8442cf1bf6a49d8c24b8ff5e28d18fd.jpg, 1, 0, 0, 0, 0, 0
frame_180_segment_-0-1-19-08-2023-mp4_15_30-mp4_jpg.rf.c859c704f71ce0eeb31489f82491666f.jpg, 1, 0, 0, 0, 0, 0
frame_150_segment_-2-1-22-07-2023-mp4_45_60-mp4_jpg.rf.c8ba93b8b53c0da1094937f0258e1cfe.jpg, 1, 0, 0, 0, 0, 0
frame_240_segment_-2-2-29-09-2023-mp4_30_45-mp4_jpg.rf.c8dd058ff194ef7d5bc60e372207e148.jpg, 1, 0, 0, 0, 0, 0
frame_300_segment_-21-21-3-1-03-11-2023-mp4_30_45-mp4_jpg.rf.c86b07e1194d70cf28aae20a33fe3063.jpg, 1, 0, 0, 0, 0, 0
frame_375_segment_FONBET-2-1-25-07-2023-mp4_75_90-mp4_jpg.rf.c8d5261023ec4883828ad29a35eb33c9.jpg, 1, 0, 0, 0, 0, 0
frame_420_segment_-0-1-19-08-2023-mp4_45_60-mp4_jpg.rf.c8e11636964e597ba963e1496164e4fa.jpg, 0, 0, 0, 0, 1, 0
frame_375_segment_FONBET-2-1-25-07-2023-mp4_60_75-mp4_jpg.rf.c8f24010a770f376317b02fb3157b499.jpg, 1, 0, 0, 0, 0, 0
frame_300_segment_LEON-4-2-2-1-1-02-09-2023-mp4_30_45-mp4_jpg.rf.c91f16d1e3aedfbda6d75210853daee0.jpg, 0, 0, 0, 0, 0, 1
frame_675_segment_-0-2-05-08-2023-mp4_90_105-mp4_jpg.rf.c8ec3c75b47805d2f37f4fe8317f78e6.jpg, 1, 0, 0, 0, 0, 0
frame_250_segment_-0-2-05-08-2023-mp4_75_90-mp4_jpg.rf.c8ae9b944bffb53a020b9cd013c15b90.jpg, 1, 0, 0, 0, 0, 0
frame_120_segment_LEON-4-2-3-2-23-09-2023-mp4_0_15-mp4_jpg.rf.c93982bf1934e2c31a9b0a125f593586.jpg, 1, 0, 0, 0, 0, 0
frame_435_segment_FONBET-2-1-25-07-2023-mp4_0_15-mp4_jpg.rf.c94e4971b9bd625c3683ca7e942d2700.jpg, 1, 0, 0, 0, 0, 0
frame_225_segment_-4-0-26-08-2023-mp4_15_30-mp4_jpg.rf.c95a91e5de808126448184f5c7492707.jpg, 1, 0, 0, 0, 0, 0
frame_90_segment_-0-1-19-08-2023-mp4_45_60-mp4_jpg.rf.c96ed21e00b1f6ed2ad333ed163a9c0b.jpg, 1, 0, 0, 0, 0, 0
frame_135_segment_-0-1-06-11-2023-mp4_0_15-mp4_jpg.rf.c99cb68d0bafeae1feb994c0ee35efe8.jpg, 1, 0, 0, 0, 0, 0
frame_180_segment_LEON-4-2-0-0-23-07-2023-mp4_30_45-mp4_jpg.rf.c9a86528e91afd937353c9d2626365d0.jpg, 1, 0, 0, 0, 0, 0
frame_225_segment_-3-1-26-11-2023-mp4_30_45-mp4_jpg.rf.c9a24d65c2f01f4fb1c62fc1598fd636.jpg, 1, 0, 0, 0, 0, 0
frame_625_segment_-3-2-11-08-2023-mp4_45_60-mp4_jpg.rf.c9e5ae06e14054ce12db4901c8c9e384.jpg, 1, 0, 0, 0, 0, 0
frame_75_segment_-21-21-2-0-15-09-2023-mp4_30_45-mp4_jpg.rf.c9b5d636cb57f7b76be84c1666a41076.jpg, 1, 0, 0, 0, 0, 0
frame_360_segment_LEON-4-2-2-1-1-02-09-2023-mp4_0_15-mp4_jpg.rf.ca1a5f15f224134c0c96df3ee6a82d63.jpg, 1, 0, 0, 0, 0, 0
frame_135_segment_LEON-4-2-2-2-3-28-08-2023-mp4_45_60-mp4_jpg.rf.ca669fdbb532b5fdb892e3ba7e316854.jpg, 1, 0, 0, 0, 0, 0
frame_325_segment_-0-2-05-08-2023-mp4_75_90-mp4_jpg.rf.caa7109aac7365f87476031118a688a3.jpg, 1, 0, 0, 0, 0, 0
frame_210_segment_-3-1-26-11-2023-mp4_45_60-mp4_jpg.rf.ca748a76f8be99347de71ac2aa7a8bdd.jpg, 1, 0, 0, 0, 0, 0
frame_90_segment_-2-1-22-07-2023-mp4_45_60-mp4_jpg.rf.cab501e67206165c623b83f0272a8a39.jpg, 1, 0, 0, 0, 0, 0
frame_45_segment_-21-21-0-3-29-09-2023-mp4_75_90-mp4_jpg.rf.caa859696b7f1a56e9dda9bddd19f127.jpg, 1, 0, 0, 0, 0, 0
frame_210_segment_-21-21-2-2-10-08-2023-mp4_60_75-mp4_jpg.rf.cb167a68e41cbe21ba868fe5be52b37d.jpg, 1, 0, 0, 0, 0, 0
frame_240_segment_-2-0-24-09-2023-mp4_45_60-mp4_jpg.rf.cade6f81c02c466c7c2e7b7ef8ca34d1.jpg, 0, 0, 0, 0, 0, 1
frame_240_segment_-0-1-06-11-2023-mp4_30_45-mp4_jpg.rf.cb4bfe8a7e5ce59278545bd2b3c34a5b.jpg, 1, 0, 0, 0, 0, 0
frame_315_segment_LEON-4-2-2-1-1-12-11-2023-mp4_15_30-mp4_jpg.rf.cb54e32b639e1ea69fcc2185a354026f.jpg, 0, 0, 0, 0, 0, 1
frame_195_segment_-21-21-2-2-10-08-2023-mp4_0_15-mp4_jpg.rf.cb753682e38f8dd64f774de8054069bf.jpg, 1, 0, 0, 0, 0, 0
frame_150_segment_LEON-4-2-0-1-08-10-2023-mp4_30_45-mp4_jpg.rf.cb9b213edd937346dcd6cbb14be6ace8.jpg, 1, 0, 0, 0, 0, 0
frame_360_segment_-21-21-0-3-29-09-2023-mp4_60_75-mp4_jpg.rf.cac775a84a81ea785b3625c9bab6bd37.jpg, 1, 0, 0, 0, 0, 0
frame_360_segment_LEON-4-2-3-1-17-09-2023-mp4_105_120-mp4_jpg.rf.cbde08484a2c424dddabac42e0dea906.jpg, 1, 0, 0, 0, 0, 0
frame_195_segment_LEON-4-2-2-2-3-28-08-2023-mp4_15_30-mp4_jpg.rf.cbaf8dc0cd1cff8064bc0762c323cee4.jpg, 1, 0, 0, 0, 0, 0
frame_180_segment_-21-21-0-6-20-10-2023-mp4_60_75-mp4_jpg.rf.cbd637b6d665e36b1c0bd2f2b63db87e.jpg, 1, 0, 0, 0, 0, 0
frame_150_segment_-0-0-17-09-2023-mp4_60_75-mp4_jpg.rf.cb94a2f72a8020eafc3cf1cd13993ede.jpg, 1, 0, 0, 0, 0, 0
frame_330_segment_-2-1-22-07-2023-mp4_45_60-mp4_jpg.rf.cbe4f3eca87176410fdb2bce23b65c02.jpg, 0, 0, 0, 0, 1, 0
frame_120_segment_-2-0-08-12-2023-mp4_90_105-mp4_jpg.rf.cc38645b7521d1ec14f245ded9ae4d29.jpg, 1, 0, 0, 0, 0, 0
frame_375_segment_-3-2-11-08-2023-mp4_105_120-mp4_jpg.rf.cc0f03fe4addf90ce43ed8790b6490c4.jpg, 1, 0, 0, 0, 0, 0
frame_300_segment_-0-0-29-07-2023-mp4_120_135-mp4_jpg.rf.cc1c088ff9ce1031c01e15c9476cb19f.jpg, 0, 0, 0, 0, 1, 0
frame_360_segment_-21-21-2-3-25-08-2023-mp4_30_45-mp4_jpg.rf.cc44cd50c22a3c670865fc7d2864aefe.jpg, 1, 0, 0, 0, 0, 0
frame_420_segment_-1-0-02-12-2023-mp4_45_60-mp4_jpg.rf.ccdbb333188e0faa09177d411373ea4d.jpg, 1, 0, 0, 0, 0, 0
frame_375_segment_LEON-4-2-2-1-1-16-07-2023-mp4_90_105-mp4_jpg.rf.cc7ca9a1a45d82eac06edb990b678f21.jpg, 1, 0, 0, 0, 0, 0
frame_135_segment_LEON-4-2-3-1-17-09-2023-mp4_45_60-mp4_jpg.rf.cca4abc4ff3cc342ad8c4abb6350f2ad.jpg, 1, 0, 0, 0, 0, 0
frame_345_segment_-1-0-02-12-2023-mp4_15_30-mp4_jpg.rf.cce2b118a8bc7c8b2f39d5da4468e1db.jpg, 1, 0, 0, 0, 0, 0
frame_375_segment_-21-21-2-2-10-08-2023-mp4_45_60-mp4_jpg.rf.cd02146e01e3a33b1677dd4adca71243.jpg, 1, 0, 0, 0, 0, 0
frame_405_segment_-0-0-29-07-2023-mp4_90_105-mp4_jpg.rf.cd1727f777325641409cc6e5ef6dd94e.jpg, 0, 0, 0, 0, 1, 0
frame_225_segment_FONBET-0-0-20-09-2023-mp4_30_45-mp4_jpg.rf.cd54e9edf7a13f8f947604643650517f.jpg, 1, 0, 0, 0, 0, 0
frame_375_segment_-3-1-26-11-2023-mp4_105_120-mp4_jpg.rf.cd2af844ae7dde8f7c198e0d91f3b4f1.jpg, 1, 0, 0, 0, 0, 0
frame_240_segment_FONBET-1-0-08-08-2023-mp4_60_75-mp4_jpg.rf.cdcafcee58946134e63614dd7e3fc1fc.jpg, 0, 0, 0, 0, 0, 1
frame_270_segment_FONBET-2-1-25-07-2023-mp4_30_45-mp4_jpg.rf.cdd695f598284548e5bed02165e58149.jpg, 0, 0, 0, 0, 1, 0
frame_120_segment_-21-21-0-6-20-10-2023-mp4_60_75-mp4_jpg.rf.cdd2cef9b34186d9f541765f221268ad.jpg, 1, 0, 0, 0, 0, 0
frame_15_segment_LEON-4-2-2-1-1-16-07-2023-mp4_15_30-mp4_jpg.rf.cdd0770edc55e7460a9ef50bf27f08fa.jpg, 1, 0, 0, 0, 0, 0
